Total_Relationship_Count,Credit_Limit,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
6,2967.0,3,4,2129,838.0,2177,59,0.718
5,3092.0,2,3,1825,1267.0,2883,61,0.59
5,1618.0,3,2,668,950.0,1515,31,0.413
5,2498.0,2,3,1632,866.0,2048,35,0.653
5,2564.0,2,2,0,2564.0,2038,45,0.0
3,10540.0,4,4,1489,9051.0,1980,45,0.141
4,13384.0,3,3,1853,11531.0,1899,33,0.138
5,16208.0,2,4,1278,14930.0,1842,56,0.079
3,3049.0,3,4,2198,851.0,2617,48,0.721
5,19214.0,4,3,0,19214.0,3407,47,0.0
5,3071.0,2,3,2517,554.0,1765,36,0.82
3,13395.0,1,3,1678,11717.0,2650,69,0.125
6,17126.0,3,4,1201,15925.0,3891,79,0.07
5,8083.0,3,2,0,8083.0,3942,84,0.0
4,8995.0,2,3,1547,7448.0,2398,61,0.172
3,2404.0,2,3,1198,1206.0,2692,63,0.498
4,2807.0,2,2,1845,962.0,1346,26,0.657
3,3097.0,3,2,827,2270.0,1390,24,0.267
6,10651.0,2,2,672,9979.0,2073,54,0.063
5,2175.0,2,3,1404,771.0,3994,64,0.646
5,28020.0,3,0,1470,26550.0,1723,36,0.052
4,2640.0,3,3,1051,1589.0,3116,80,0.398
3,31313.0,1,4,2152,29161.0,2555,62,0.069
3,7304.0,2,4,0,7304.0,2717,63,0.0
6,3254.0,2,3,0,3254.0,967,24,0.0
3,1438.3,3,2,0,1438.3,2660,89,0.0
5,3161.0,4,4,1220,1941.0,2412,62,0.386
5,7246.0,3,4,0,7246.0,777,13,0.0
5,3088.0,4,4,2517,571.0,2292,54,0.815
6,13719.0,3,2,1384,12335.0,3774,63,0.101
5,4726.0,1,3,1380,3346.0,1723,31,0.292
5,6100.0,3,3,1520,4580.0,1668,32,0.249
6,19279.0,2,4,1427,17852.0,1777,56,0.074
3,3792.0,2,4,1625,2167.0,1888,39,0.429
3,2084.0,3,4,1647,437.0,1597,37,0.79
4,34516.0,3,3,0,34516.0,2804,70,0.0
5,6849.0,2,2,2126,4723.0,1651,43,0.31
6,2417.0,3,4,1932,485.0,2367,50,0.799
6,5802.0,4,3,2490,3312.0,3386,53,0.429
3,2919.0,2,2,2192,727.0,2399,57,0.751
4,2462.0,1,2,2021,441.0,2320,57,0.821
3,1947.0,4,2,0,1947.0,2119,52,0.0
2,18563.0,2,4,0,18563.0,2395,45,0.0
3,3992.0,3,3,1289,2703.0,2181,32,0.323
4,3568.0,2,2,2175,1393.0,1913,35,0.61
3,7776.0,3,2,831,6945.0,3063,87,0.107
3,1438.3,2,3,0,1438.3,1088,22,0.0
3,9355.0,3,3,715,8640.0,1138,38,0.076
3,19636.0,4,4,1566,18070.0,2595,58,0.08
6,7327.0,3,3,0,7327.0,1788,46,0.0
6,7049.0,3,2,1932,5117.0,2602,51,0.274
4,2033.0,3,2,1471,562.0,2236,55,0.724
5,5153.0,1,3,2517,2636.0,3095,63,0.488
4,2062.0,2,2,1665,397.0,2397,41,0.807
3,2005.0,3,4,1517,488.0,2439,61,0.757
6,2479.0,2,3,828,1651.0,2225,44,0.334
5,4589.0,4,4,1622,2967.0,1569,33,0.353
6,2263.0,2,2,1188,1075.0,1927,47,0.525
5,8184.0,3,2,1205,6979.0,2140,49,0.147
6,9238.0,3,3,0,9238.0,2522,68,0.0
6,30210.0,3,3,1194,29016.0,3503,65,0.04
6,6942.0,3,3,0,6942.0,2657,71,0.0
3,14551.0,3,3,2517,12034.0,1373,35,0.173
5,1438.3,1,2,0,1438.3,2557,67,0.0
3,11332.0,2,2,633,10699.0,2758,56,0.056
5,30967.0,2,3,817,30150.0,1473,35,0.026
5,7866.0,3,3,0,7866.0,2843,53,0.0
6,2718.0,2,4,1920,798.0,2570,49,0.706
4,3084.0,2,4,2517,567.0,1446,22,0.816
5,17302.0,2,4,1339,15963.0,1181,30,0.077
3,12159.0,3,3,1665,10494.0,1426,34,0.137
6,2797.0,4,3,1627,1170.0,1566,36,0.582
6,2618.0,3,4,1812,806.0,3319,86,0.692
3,1442.0,2,3,1428,14.0,1134,26,0.99
4,2063.0,2,1,0,2063.0,1859,43,0.0
4,8154.0,2,3,0,8154.0,2223,72,0.0
4,9735.0,3,2,1245,8490.0,2967,80,0.128
3,4310.0,4,2,2229,2081.0,1645,33,0.517
3,11450.0,3,1,2129,9321.0,2197,45,0.186
2,8906.0,3,4,0,8906.0,809,15,0.0
5,4245.0,3,2,1815,2430.0,1534,34,0.428
4,21953.0,4,4,1311,20642.0,1413,37,0.06
6,1614.0,1,3,925,689.0,2659,63,0.573
5,5140.0,4,2,2517,2623.0,1842,36,0.49
3,31762.0,3,4,2517,29245.0,1515,36,0.079
4,11692.0,4,4,648,11044.0,2997,56,0.055
6,16043.0,2,4,0,16043.0,2599,47,0.0
4,15488.0,4,3,1463,14025.0,2916,50,0.094
3,2503.0,3,2,2185,318.0,4157,58,0.873
4,3312.0,3,2,2491,821.0,2670,50,0.752
3,6269.0,2,4,1169,5100.0,2221,57,0.186
3,20337.0,2,1,1605,18732.0,2460,74,0.079
4,2224.0,2,4,1106,1118.0,1698,41,0.497
2,3100.0,3,4,2517,583.0,694,12,0.812
4,26437.0,2,0,681,25756.0,2167,57,0.026
4,9959.0,2,2,1476,8483.0,2760,44,0.148
5,25008.0,3,3,876,24132.0,1753,43,0.035
3,2031.0,3,3,0,2031.0,1678,36,0.0
6,1654.0,4,2,1253,401.0,1887,60,0.758
3,4608.0,4,3,1077,3531.0,1535,31,0.234
6,3908.0,4,1,1629,2279.0,1903,30,0.417
4,2798.0,3,2,1256,1542.0,2631,55,0.449
5,2551.0,4,1,2253,298.0,3753,63,0.883
5,8621.0,2,2,1251,7370.0,1989,37,0.145
6,7451.0,4,2,683,6768.0,2165,49,0.092
3,2617.0,3,3,1010,1607.0,2003,47,0.386
6,12634.0,3,4,0,12634.0,717,18,0.0
5,6407.0,3,3,963,5444.0,1921,43,0.15
6,1438.3,2,4,0,1438.3,2412,58,0.0
6,2672.0,2,2,1259,1413.0,2487,52,0.471
6,11948.0,3,4,1281,10667.0,2792,51,0.107
3,2677.0,3,3,1390,1287.0,2170,63,0.519
3,24703.0,2,1,1085,23618.0,4776,63,0.044
6,2240.0,3,4,1580,660.0,1518,36,0.705
4,6052.0,4,4,1720,4332.0,1476,37,0.284
6,2562.0,4,1,1968,594.0,2256,70,0.768
4,15377.0,4,4,1516,13861.0,1848,49,0.099
3,8654.0,3,4,0,8654.0,850,18,0.0
5,1438.3,2,3,0,1438.3,2308,49,0.0
3,1438.3,3,3,0,1438.3,1867,45,0.0
6,16040.0,2,3,1220,14820.0,1923,49,0.076
3,2801.0,3,1,1980,821.0,1600,45,0.707
5,2658.0,4,2,1158,1500.0,1809,41,0.436
3,12423.0,3,2,1910,10513.0,1208,38,0.154
6,9347.0,1,3,1988,7359.0,2201,46,0.213
3,3143.0,3,4,1075,2068.0,2510,57,0.342
3,5106.0,3,1,1539,3567.0,3784,74,0.301
6,9871.0,3,2,1061,8810.0,1683,34,0.107
4,1525.0,4,2,1411,114.0,1911,47,0.925
6,19630.0,2,1,1251,18379.0,2286,39,0.064
4,12547.0,3,1,1378,11169.0,3360,56,0.11
4,17686.0,1,3,0,17686.0,2047,46,0.0
6,3257.0,3,5,2517,740.0,1534,35,0.773
4,4824.0,3,2,2517,2307.0,1516,32,0.522
6,8603.0,6,2,1046,7557.0,1758,40,0.122
6,11498.0,1,1,1577,9921.0,4014,70,0.137
5,3818.0,1,3,584,3234.0,2947,87,0.153
6,16594.0,2,2,1931,14663.0,2134,47,0.116
4,5387.0,2,2,2047,3340.0,1546,36,0.38
5,2930.0,1,1,773,2157.0,1545,21,0.264
6,10023.0,1,1,504,9519.0,2878,65,0.05
6,9303.0,2,3,1599,7704.0,2261,37,0.172
4,2956.0,2,2,2411,545.0,1896,31,0.816
4,2218.0,1,2,1266,952.0,1941,58,0.571
6,9959.0,2,1,0,9959.0,2021,41,0.0
5,5335.0,3,2,1373,3962.0,1435,29,0.257
3,7187.0,3,2,2014,5173.0,1159,26,0.28
5,2590.0,2,4,1564,1026.0,1188,40,0.604
4,4255.0,1,3,1748,2507.0,2236,57,0.411
6,2778.0,2,3,2312,466.0,1680,33,0.832
4,10711.0,3,1,1970,8741.0,1180,29,0.184
2,16163.0,3,4,0,16163.0,2171,48,0.0
6,2513.0,1,1,1126,1387.0,1454,30,0.448
4,3291.0,1,1,1607,1684.0,1984,38,0.488
5,8917.0,2,4,1091,7826.0,3327,80,0.122
3,4955.0,5,2,1157,3798.0,1824,38,0.234
6,2909.0,1,2,1274,1635.0,1532,26,0.438
6,34516.0,4,3,2517,31999.0,2901,75,0.073
5,1438.3,1,1,0,1438.3,1707,41,0.0
3,14015.0,1,4,2065,11950.0,1903,49,0.147
6,2540.0,2,2,1402,1138.0,2384,61,0.552
4,3497.0,2,2,1665,1832.0,2337,61,0.476
4,3682.0,3,4,0,3682.0,1826,35,0.0
6,4430.0,2,1,1543,2887.0,3395,70,0.348
5,3877.0,3,2,0,3877.0,2473,33,0.0
3,15124.0,2,3,1974,13150.0,1850,44,0.131
5,7712.0,3,1,962,6750.0,1574,34,0.125
5,19373.0,2,2,1142,18231.0,1792,48,0.059
3,21590.0,3,3,2517,19073.0,2567,70,0.117
4,3657.0,2,1,1687,1970.0,2758,55,0.461
3,32444.0,1,4,1843,30601.0,3725,60,0.057
5,5830.0,1,2,1665,4165.0,2263,60,0.286
3,1438.3,4,3,0,1438.3,1154,22,0.0
5,6463.0,2,4,1660,4803.0,2336,49,0.257
4,2400.0,2,1,0,2400.0,2677,70,0.0
5,2311.0,2,4,1830,481.0,1701,33,0.792
4,3585.0,2,2,1244,2341.0,1344,37,0.347
6,9131.0,3,2,916,8215.0,1893,36,0.1
3,1438.3,6,4,0,1438.3,3630,71,0.0
5,1438.3,1,3,0,1438.3,2075,66,0.0
6,5471.0,3,2,2056,3415.0,1992,46,0.376
6,8823.0,3,3,1541,7282.0,1961,32,0.175
6,2173.0,2,4,1520,653.0,1485,26,0.699
3,5616.0,3,0,0,5616.0,1564,31,0.0
5,8571.0,2,2,1616,6955.0,1397,28,0.189
6,2803.0,6,3,0,2803.0,3347,71,0.0
3,3924.0,2,2,2517,1407.0,1417,30,0.641
6,5663.0,1,2,1149,4514.0,2553,61,0.203
3,3955.0,1,2,2000,1955.0,1560,43,0.506
5,7997.0,3,4,0,7997.0,2208,56,0.0
4,3652.0,1,5,1351,2301.0,1561,39,0.37
4,12702.0,2,1,2008,10694.0,1992,40,0.158
4,7189.0,3,2,1550,5639.0,1935,52,0.216
4,12421.0,3,1,2517,9904.0,1913,49,0.203
3,2585.0,2,4,2008,577.0,3519,73,0.777
4,2818.0,1,2,1656,1162.0,2916,45,0.588
3,2351.0,4,4,0,2351.0,1593,35,0.0
4,3143.0,2,2,2517,626.0,1323,25,0.801
5,6514.0,5,4,978,5536.0,3084,63,0.15
5,3119.0,3,3,1328,1791.0,2740,62,0.426
1,13092.0,0,4,1962,11130.0,936,25,0.15
4,1438.3,2,1,0,1438.3,2207,68,0.0
4,3702.0,2,4,1118,2584.0,2585,64,0.302
3,9095.0,2,3,2517,6578.0,1347,27,0.277
6,2701.0,3,2,1572,1129.0,1469,36,0.582
6,1813.0,2,4,1387,426.0,1468,32,0.765
3,5335.0,3,2,996,4339.0,1454,43,0.187
6,2469.0,2,5,1695,774.0,1615,36,0.687
3,3091.0,1,5,0,3091.0,2572,65,0.0
3,2683.0,5,2,1533,1150.0,2373,73,0.571
3,5464.0,4,3,0,5464.0,2473,46,0.0
4,2942.0,1,2,2022,920.0,1479,28,0.687
6,2735.0,3,3,1348,1387.0,2441,58,0.493
5,15279.0,2,4,1496,13783.0,2079,57,0.098
4,14938.0,2,5,1155,13783.0,2248,51,0.077
3,4328.0,3,5,670,3658.0,1580,54,0.155
4,34516.0,4,4,934,33582.0,1768,52,0.027
5,5824.0,4,2,1542,4282.0,1801,44,0.265
4,11281.0,2,2,2118,9163.0,1255,30,0.188
5,7959.0,3,5,998,6961.0,1855,29,0.125
4,4459.0,1,3,1899,2560.0,2502,48,0.426
4,17162.0,1,5,773,16389.0,2457,54,0.045
4,16254.0,3,5,1518,14736.0,2502,55,0.093
5,3278.0,1,2,1306,1972.0,1374,32,0.398
5,7173.0,1,2,1227,5946.0,1793,33,0.171
5,3295.0,2,3,2002,1293.0,1191,34,0.608
4,25033.0,2,2,2300,22733.0,2529,71,0.092
6,4232.0,2,2,2092,2140.0,2565,69,0.494
3,2703.0,4,3,1256,1447.0,2111,29,0.465
4,2710.0,1,4,629,2081.0,1718,37,0.232
6,2322.0,1,5,1284,1038.0,1573,27,0.553
4,5931.0,3,4,0,5931.0,2730,71,0.0
5,3300.0,1,2,1731,1569.0,1745,27,0.525
4,1438.3,2,3,0,1438.3,1354,24,0.0
4,34516.0,3,2,0,34516.0,2562,62,0.0
6,8682.0,2,5,1647,7035.0,1792,36,0.19
3,12616.0,3,3,0,12616.0,1376,29,0.0
5,9652.0,2,4,2517,7135.0,3762,73,0.261
3,1651.0,2,2,770,881.0,2516,54,0.466
5,2576.0,1,5,1640,936.0,2568,34,0.637
3,2212.0,1,4,1392,820.0,1387,34,0.629
5,2157.0,6,3,1188,969.0,2111,59,0.551
5,2575.0,1,2,1424,1151.0,1487,33,0.553
6,8705.0,1,2,1453,7252.0,2688,88,0.167
3,3838.0,3,5,1736,2102.0,1467,29,0.452
4,10306.0,1,4,1427,8879.0,1456,44,0.138
4,5366.0,2,5,1271,4095.0,1748,38,0.237
6,2994.0,3,2,2351,643.0,1540,32,0.785
3,4247.0,3,3,0,4247.0,847,17,0.0
4,1737.0,4,2,1145,592.0,1954,42,0.659
5,18431.0,2,3,902,17529.0,2950,61,0.049
5,2263.0,3,3,1794,469.0,2154,37,0.793
6,2718.0,1,4,2156,562.0,1711,36,0.793
3,5839.0,3,2,2130,3709.0,1640,44,0.365
5,5137.0,0,3,0,5137.0,2496,49,0.0
4,11909.0,2,3,1018,10891.0,1938,53,0.085
4,21390.0,3,5,0,21390.0,2477,59,0.0
4,9264.0,1,4,629,8635.0,4107,79,0.068
4,5484.0,2,5,2517,2967.0,2025,51,0.459
3,4739.0,3,5,0,4739.0,886,21,0.0
4,7970.0,3,3,0,7970.0,1284,30,0.0
6,3127.0,1,2,2378,749.0,2292,49,0.76
5,7756.0,1,2,1670,6086.0,1858,51,0.215
6,34516.0,2,3,676,33840.0,3508,58,0.02
5,5605.0,3,4,1322,4283.0,2338,41,0.236
4,2946.0,3,2,1359,1587.0,2017,48,0.461
4,8886.0,2,3,0,8886.0,4148,79,0.0
3,3104.0,2,5,862,2242.0,2781,74,0.278
4,19435.0,3,3,2120,17315.0,2062,55,0.109
3,3312.0,3,3,1624,1688.0,1973,55,0.49
5,34516.0,1,4,0,34516.0,1930,36,0.0
6,5246.0,1,4,0,5246.0,3189,56,0.0
4,2432.0,1,2,1554,878.0,3670,60,0.639
3,3103.0,3,3,2399,704.0,1836,48,0.773
5,30746.0,3,4,1168,29578.0,1519,43,0.038
2,34516.0,3,3,0,34516.0,1353,40,0.0
3,11962.0,2,2,1025,10937.0,1907,52,0.086
5,14690.0,3,3,979,13711.0,2746,68,0.067
5,6629.0,1,2,1389,5240.0,3891,69,0.21
6,5535.0,2,4,1276,4259.0,1764,38,0.231
4,2544.0,3,3,1848,696.0,2289,49,0.726
4,3305.0,3,3,2517,788.0,2027,57,0.762
5,34516.0,2,4,888,33628.0,1959,42,0.026
3,9466.0,2,5,0,9466.0,2503,70,0.0
4,5297.0,3,4,0,5297.0,2655,62,0.0
4,4260.0,3,3,1775,2485.0,2109,52,0.417
6,7291.0,1,2,2517,4774.0,2198,56,0.345
4,13882.0,2,3,758,13124.0,1646,42,0.055
4,6500.0,2,5,1786,4714.0,1497,27,0.275
6,1626.0,3,4,979,647.0,2847,61,0.602
5,6662.0,1,5,0,6662.0,3264,83,0.0
4,5846.0,3,3,1732,4114.0,2056,41,0.296
3,8063.0,1,2,2149,5914.0,2042,49,0.267
3,6224.0,3,2,1092,5132.0,2222,39,0.175
6,4597.0,2,4,2442,2155.0,1504,38,0.531
3,7869.0,3,5,0,7869.0,998,25,0.0
6,17884.0,3,2,2096,15788.0,2031,49,0.117
2,1438.3,2,3,978,460.3,947,33,0.68
5,2046.0,1,3,1694,352.0,3432,49,0.828
4,6370.0,2,2,0,6370.0,1783,40,0.0
6,2737.0,2,2,2517,220.0,1619,37,0.92
6,2622.0,1,2,2489,133.0,2717,79,0.949
2,7266.0,3,3,906,6360.0,1741,27,0.125
6,2258.0,3,3,1338,920.0,2511,55,0.593
3,6510.0,2,3,2055,4455.0,2238,49,0.316
4,2508.0,1,4,1580,928.0,1607,44,0.63
5,4006.0,1,2,2517,1489.0,1157,34,0.628
4,3252.0,1,2,1987,1265.0,2953,72,0.611
4,16317.0,3,1,0,16317.0,2944,71,0.0
3,2109.0,3,1,1542,567.0,2261,56,0.731
4,7023.0,2,0,1726,5297.0,2535,51,0.246
3,8302.0,2,1,2517,5785.0,1576,34,0.303
3,9959.0,3,3,1209,8750.0,1584,28,0.121
4,3636.0,3,4,1884,1752.0,4254,79,0.518
5,5184.0,1,1,1856,3328.0,1834,55,0.358
6,14575.0,1,4,0,14575.0,3444,80,0.0
6,3107.0,3,2,1720,1387.0,2460,71,0.554
6,1438.3,1,2,0,1438.3,1281,32,0.0
4,3092.0,3,3,1115,1977.0,2133,41,0.361
4,8322.0,2,1,0,8322.0,3700,62,0.0
5,10110.0,3,2,1229,8881.0,4063,74,0.122
4,2707.0,3,4,2036,671.0,1926,33,0.752
4,4397.0,1,3,2007,2390.0,2473,47,0.456
3,5795.0,3,2,0,5795.0,2322,65,0.0
6,9760.0,3,2,1657,8103.0,4542,86,0.17
3,6103.0,2,0,0,6103.0,3203,64,0.0
6,2246.0,2,2,1326,920.0,1429,32,0.59
6,4930.0,3,4,0,4930.0,3343,77,0.0
4,3178.0,1,2,1118,2060.0,2010,31,0.352
3,3003.0,5,0,1810,1193.0,3148,68,0.603
4,2318.0,3,3,2069,249.0,2689,57,0.893
4,2638.0,1,4,2092,546.0,1868,43,0.793
3,2004.0,2,4,0,2004.0,1974,60,0.0
4,2414.0,1,1,2276,138.0,2000,62,0.943
5,1438.3,2,4,648,790.3,1267,27,0.451
3,2043.0,1,2,1928,115.0,2311,57,0.944
3,34516.0,3,2,2517,31999.0,3072,67,0.073
3,3111.0,1,3,2290,821.0,1998,41,0.736
6,2585.0,3,4,1207,1378.0,1590,33,0.467
5,2469.0,2,4,2410,59.0,1027,20,0.976
5,8744.0,2,0,1712,7032.0,2579,68,0.196
5,4185.0,1,4,2517,1668.0,2179,55,0.601
6,4759.0,2,4,1459,3300.0,2903,57,0.307
6,24457.0,2,4,1300,23157.0,2739,65,0.053
6,14244.0,2,2,1673,12571.0,2729,66,0.117
3,6572.0,3,4,417,6155.0,1766,46,0.063
5,23381.0,3,2,905,22476.0,4357,73,0.039
5,3471.0,3,2,2517,954.0,1771,34,0.725
4,2250.0,2,1,1041,1209.0,1339,28,0.463
5,15965.0,3,2,2312,13653.0,1619,40,0.145
6,9433.0,2,2,1578,7855.0,3910,81,0.167
4,9180.0,3,3,1814,7366.0,2646,49,0.198
4,8818.0,2,4,1437,7381.0,1865,31,0.163
5,4066.0,1,3,1028,3038.0,3888,77,0.253
6,9031.0,1,1,1535,7496.0,1602,35,0.17
6,9887.0,1,2,994,8893.0,2552,64,0.101
5,4161.0,3,5,2491,1670.0,1203,30,0.599
6,2740.0,3,3,2069,671.0,1997,44,0.755
1,6152.0,2,4,0,6152.0,968,23,0.0
3,8167.0,1,4,1740,6427.0,2141,51,0.213
6,23742.0,2,4,0,23742.0,3783,57,0.0
6,16791.0,3,4,1181,15610.0,2983,74,0.07
6,26783.0,1,2,1285,25498.0,2495,46,0.048
3,25516.0,3,4,1363,24153.0,2317,38,0.053
3,4815.0,3,2,1591,3224.0,2501,36,0.33
5,3198.0,2,2,2308,890.0,1402,35,0.722
1,2218.0,3,3,1696,522.0,730,20,0.765
4,23462.0,2,3,2202,21260.0,1387,33,0.094
5,2252.0,4,4,1737,515.0,1291,27,0.771
4,2557.0,3,3,1990,567.0,2266,57,0.778
5,2300.0,3,4,0,2300.0,1485,34,0.0
3,3540.0,1,1,1173,2367.0,1912,45,0.331
6,22938.0,1,2,1700,21238.0,3428,54,0.074
5,13129.0,1,3,901,12228.0,2564,56,0.069
5,34516.0,3,2,1900,32616.0,1668,36,0.055
5,3396.0,2,0,802,2594.0,1418,36,0.236
4,4712.0,3,4,955,3757.0,2568,62,0.203
4,7638.0,2,2,947,6691.0,2336,58,0.124
4,2624.0,2,2,1319,1305.0,4189,74,0.503
5,17934.0,2,5,1578,16356.0,2005,48,0.088
3,15198.0,1,5,2098,13100.0,3183,64,0.138
5,3191.0,3,4,2517,674.0,1501,35,0.789
6,6053.0,3,2,2001,4052.0,2208,59,0.331
6,5510.0,1,2,2027,3483.0,1980,42,0.368
4,12875.0,3,1,1119,11756.0,1624,40,0.087
5,2602.0,2,4,1490,1112.0,3151,78,0.573
4,2041.0,3,1,1885,156.0,2118,48,0.924
3,2548.0,3,3,1683,865.0,2055,54,0.661
6,4698.0,3,1,984,3714.0,1865,35,0.209
5,2222.0,2,4,1551,671.0,3302,65,0.698
3,8217.0,3,4,0,8217.0,1848,56,0.0
4,10091.0,3,3,0,10091.0,3347,64,0.0
4,19074.0,3,5,0,19074.0,3762,74,0.0
3,34516.0,3,2,542,33974.0,3899,78,0.016
5,12852.0,2,4,1945,10907.0,1606,33,0.151
4,12763.0,1,5,2517,10246.0,2599,46,0.197
6,2827.0,2,4,1430,1397.0,1608,30,0.506
3,8242.0,3,5,0,8242.0,1559,44,0.0
4,1825.0,3,1,1389,436.0,2878,54,0.761
6,1438.3,3,4,0,1438.3,1448,31,0.0
5,5497.0,2,4,1517,3980.0,1981,38,0.276
5,6778.0,2,2,865,5913.0,3158,71,0.128
2,4267.0,3,4,0,4267.0,1067,23,0.0
4,3273.0,2,1,2517,756.0,2726,57,0.769
5,9371.0,2,2,1541,7830.0,2518,67,0.164
3,1438.3,3,1,663,775.3,2987,73,0.461
1,8389.0,4,2,1960,6429.0,1334,38,0.234
3,28410.0,2,2,1608,26802.0,2278,77,0.057
3,6168.0,2,1,2371,3797.0,4303,80,0.384
3,2111.0,3,1,966,1145.0,3871,87,0.458
3,3141.0,1,3,1819,1322.0,1539,35,0.579
6,8307.0,2,5,2517,5790.0,2293,36,0.303
4,30753.0,2,3,1661,29092.0,1780,33,0.054
3,2731.0,1,4,1573,1158.0,1813,38,0.576
6,2890.0,1,4,0,2890.0,2040,36,0.0
6,34516.0,1,2,0,34516.0,2848,56,0.0
6,8058.0,3,1,1176,6882.0,2774,52,0.146
6,5660.0,1,4,2401,3259.0,1932,35,0.424
6,4230.0,4,5,1366,2864.0,1480,35,0.323
4,9515.0,3,4,0,9515.0,4642,61,0.0
3,10962.0,3,3,1559,9403.0,2724,71,0.142
6,23848.0,2,4,1967,21881.0,1591,43,0.082
3,10144.0,3,2,1295,8849.0,1234,24,0.128
4,2997.0,3,4,1969,1028.0,2807,60,0.657
6,2647.0,3,3,620,2027.0,2262,47,0.234
3,4580.0,1,2,1300,3280.0,1694,34,0.284
4,2608.0,1,2,1630,978.0,1822,33,0.625
6,34516.0,3,3,1180,33336.0,2329,69,0.034
5,3156.0,3,1,2095,1061.0,2739,56,0.664
5,24936.0,2,0,2053,22883.0,1810,38,0.082
3,26101.0,2,1,614,25487.0,1472,48,0.024
6,14270.0,3,4,0,14270.0,1222,37,0.0
5,25618.0,3,5,1209,24409.0,2157,49,0.047
5,3230.0,1,2,2517,713.0,1914,31,0.779
3,8881.0,3,3,1865,7016.0,2632,54,0.21
3,11037.0,3,5,1491,9546.0,2429,63,0.135
6,16763.0,2,5,0,16763.0,3626,69,0.0
6,2621.0,2,2,1461,1160.0,2718,71,0.557
3,4939.0,3,5,1190,3749.0,3764,64,0.241
5,4419.0,3,4,1218,3201.0,4535,75,0.276
5,9235.0,1,4,1796,7439.0,1739,42,0.194
6,3055.0,1,3,1685,1370.0,1405,40,0.552
6,19412.0,2,3,770,18642.0,1576,41,0.04
6,12786.0,1,3,1880,10906.0,1205,19,0.147
4,4666.0,2,3,1275,3391.0,1281,28,0.273
4,4894.0,3,3,1505,3389.0,3277,67,0.308
4,27389.0,2,3,1250,26139.0,2754,60,0.046
6,2132.0,3,2,797,1335.0,3265,74,0.374
5,6590.0,3,2,0,6590.0,2449,67,0.0
6,3176.0,1,3,1470,1706.0,1634,53,0.463
4,4288.0,1,3,2349,1939.0,2591,57,0.548
5,20130.0,3,5,2355,17775.0,2444,49,0.117
3,5945.0,3,2,1685,4260.0,3598,67,0.283
3,3350.0,1,4,0,3350.0,2849,61,0.0
4,4008.0,3,2,1841,2167.0,2794,58,0.459
3,5780.0,3,2,938,4842.0,2960,65,0.162
4,2497.0,1,2,1674,823.0,2922,53,0.67
3,10286.0,3,4,2286,8000.0,2564,57,0.222
3,2347.0,1,3,2163,184.0,1631,40,0.922
4,23125.0,1,2,1236,21889.0,2536,69,0.053
6,3034.0,2,2,2517,517.0,1617,29,0.83
3,7081.0,4,3,1874,5207.0,2249,47,0.265
5,6824.0,1,3,1873,4951.0,1933,48,0.274
4,1438.3,3,4,772,666.3,2250,40,0.537
3,2683.0,2,2,1738,945.0,2274,52,0.648
5,12280.0,2,1,985,11295.0,4263,70,0.08
3,14607.0,2,2,1480,13127.0,1393,38,0.101
4,2267.0,3,3,1469,798.0,3709,64,0.648
6,2556.0,2,4,2260,296.0,1401,30,0.884
4,12512.0,1,2,666,11846.0,2995,60,0.053
3,11332.0,2,2,946,10386.0,3806,65,0.083
3,3073.0,3,4,526,2547.0,1944,55,0.171
6,34516.0,3,3,2315,32201.0,1805,46,0.067
6,5323.0,3,3,2301,3022.0,1783,33,0.432
3,9078.0,1,0,1501,7577.0,1543,34,0.165
4,27029.0,1,3,1347,25682.0,1302,27,0.05
5,9859.0,1,4,1305,8554.0,4345,72,0.132
1,4026.0,4,3,243,3783.0,1102,27,0.06
3,2608.0,2,3,1799,809.0,2565,72,0.69
4,3552.0,1,4,2517,1035.0,1342,26,0.709
6,4613.0,2,2,1619,2994.0,2328,62,0.351
5,10386.0,2,4,1909,8477.0,2119,52,0.184
4,34516.0,1,2,1298,33218.0,1906,39,0.038
5,2657.0,2,3,1611,1046.0,2349,41,0.606
4,5031.0,2,3,1327,3704.0,1433,34,0.264
5,34516.0,2,4,787,33729.0,1312,32,0.023
6,1612.0,2,4,835,777.0,2148,40,0.518
6,2423.0,2,2,1773,650.0,2038,64,0.732
6,7140.0,3,5,0,7140.0,916,18,0.0
3,3377.0,3,2,948,2429.0,1407,44,0.281
1,34516.0,3,4,2408,32108.0,1187,40,0.07
4,2295.0,3,2,0,2295.0,3292,62,0.0
3,3150.0,3,2,1543,1607.0,3432,71,0.49
3,2165.0,2,5,1135,1030.0,1541,33,0.524
3,4249.0,2,4,1562,2687.0,1881,49,0.368
6,2966.0,1,3,1433,1533.0,1986,50,0.483
6,1612.0,3,2,744,868.0,1564,33,0.462
3,14593.0,1,3,1504,13089.0,3447,72,0.103
6,8327.0,3,2,1551,6776.0,4428,82,0.186
6,34516.0,1,2,1580,32936.0,4149,86,0.046
6,6479.0,1,2,1393,5086.0,1618,47,0.215
4,18442.0,1,3,1470,16972.0,1281,36,0.08
5,2800.0,3,2,2517,283.0,1994,41,0.899
6,3032.0,2,3,2215,817.0,1387,30,0.731
6,2151.0,3,3,1338,813.0,3446,58,0.622
